,Color,Runtime,Director Facebook Likes,Actor 1 Facebook Likes,Genres,Title,Number of Voted Users,Cast Total Facebook Likes,Language,Country,Content Rating,Year,IMDb Score,Movie Facebook Likes
3099,Color,107.0,0.0,1000.0,Comedy|Drama|Romance,Madea's Family Reunion ,8962,5264,English,USA,PG-13,2006,5.0,676
2179,Color,114.0,0.0,982.0,Comedy|Crime|Drama,Madea's Witness Protection ,7354,2753,English,USA,PG-13,2012,4.8,0
3767,Color,95.0,4000.0,4000.0,Comedy|Crime|Drama|Thriller,Made ,15053,5245,English,USA,R,2001,6.4,393
2596,Color,94.0,4.0,844.0,Drama|Sport,Madison ,1033,3583,English,USA,PG,2001,6.5,282
3893,Color,95.0,9.0,584.0,Drama|Horror,Maggie ,30219,1885,English,USA,PG-13,2015,5.6,22000
2756,Color,115.0,13.0,20000.0,Comedy|Drama|Music,Magic Mike XXL ,38202,38963,English,USA,R,2015,5.7,41000
3470,Color,110.0,0.0,17000.0,Comedy|Drama,Magic Mike ,108843,46646,English,USA,R,2012,6.1,54000
1374,Color,188.0,0.0,786.0,Drama,Magnolia ,241030,1906,English,USA,R,1999,8.0,13000
849,Color,105.0,61.0,5000.0,Comedy|Drama|Romance,Maid in Manhattan ,68417,7184,English,USA,PG-13,2002,5.1,0
3972,Color,152.0,541.0,773.0,Adventure|War|Western,Major Dundee ,5294,2888,English,USA,Approved,1965,6.8,251
3034,Color,107.0,42.0,1000.0,Comedy|Sport,Major League ,49007,3435,English,USA,R,1989,7.2,0
1429,Color,202.0,0.0,18000.0,Biography|Drama|History|Romance,Malcolm X ,63923,20143,English,USA,PG-13,1992,7.7,0
82,Color,97.0,171.0,11000.0,Action|Adventure|Family|Fantasy|Romance,Maleficent ,252257,15516,English,USA,PG,2014,7.0,89000
4906,Color,90.0,25.0,169.0,Crime|Horror|Mystery|Thriller,Malevolence ,2413,206,English,USA,R,2003,5.1,198
2642,Color,86.0,14.0,833.0,Comedy|Crime,Malibu's Most Wanted ,15939,4435,English,USA,PG-13,2003,5.1,0
3580,Color,123.0,0.0,1000.0,Comedy|Romance,Mallrats ,99033,3254,English,USA,R,1995,7.2,0
3195,Color,92.0,4.0,754.0,Action|Drama|Thriller,Malone ,1768,1891,English,USA,R,1987,5.6,208
2618,Color,100.0,127.0,1000.0,Fantasy|Horror,Mama ,134869,1949,English,Canada,PG-13,2013,6.2,57000
3678,Color,92.0,9.0,636.0,Comedy|Drama,Mambo Italiano ,5548,1033,English,Canada,R,2003,6.7,352
914,Color,108.0,58.0,14000.0,Comedy|Family|Musical|Romance,Mamma Mia! ,145974,26002,English,USA,PG-13,2008,6.3,10000
15,Color,143.0,0.0,15000.0,Action|Adventure|Fantasy|Sci-Fi,Man of Steel ,548573,20495,English,USA,PG-13,2013,7.2,118000
1012,Color,100.0,65.0,1000.0,Action|Comedy,Man of the House ,19829,6171,English,USA,PG-13,2005,5.4,779
2199,Color,115.0,272.0,49000.0,Comedy|Drama|Romance|Thriller,Man of the Year ,28005,52571,English,USA,PG-13,2006,6.2,0
746,Color,146.0,12000.0,18000.0,Action|Crime|Drama|Thriller,Man on Fire ,266310,20454,English,USA,R,2004,7.7,14000
4353,Color,90.0,120.0,41.0,Biography|Crime|Documentary|History|Thriller,Man on Wire ,40481,68,English,UK,PG-13,2008,7.8,0
1182,Color,102.0,20.0,107.0,Action|Crime|Thriller,Man on a Ledge ,125198,362,English,USA,PG-13,2012,6.6,11000
919,Color,118.0,869.0,134.0,Biography|Comedy|Drama,Man on the Moon ,100743,209,English,UK,R,1999,7.4,0
1522,Color,141.0,56.0,113.0,Biography|Drama|History,Mandela: Long Walk to Freedom ,21223,301,English,UK,PG-13,2013,7.1,13000
2761,Color,139.0,3000.0,3000.0,Drama,Manderlay ,18646,4211,English,Denmark,Not Rated,2005,7.4,1000
4814,Color,89.0,33.0,470.0,Horror|Thriller,Maniac ,27297,1233,English,France,Not Rated,2012,6.1,0
5013,Color,79.0,3.0,93.0,Drama|Family,Manito ,493,243,English,USA,Not Rated,2002,7.0,61
2455,Color,117.0,78.0,989.0,Biography|Drama|Music|Romance,Mao's Last Dancer ,6091,1598,English,Australia,PG,2009,7.4,0
4024,Color,80.0,10.0,11000.0,Documentary,March of the Penguins ,45984,11218,French,France,G,2005,7.6,0
3521,Color,107.0,6.0,963.0,Adventure|Drama|Romance|War,March or Die ,2215,2209,English,UK,PG,1977,6.3,122
2328,Color,80.0,121.0,836.0,Comedy|Music,Marci X ,4518,2467,English,USA,R,2003,2.8,241
2816,Color,186.0,50.0,13000.0,Drama,Margaret ,12053,14638,English,USA,R,2011,6.5,0
4025,Color,107.0,78.0,18000.0,Biography|Drama|Thriller,Margin Call ,92599,22834,English,USA,R,2011,7.1,21000
4043,Color,101.0,13.0,280.0,Crime|Drama,Maria Full of Grace ,30474,308,Spanish,Colombia,R,2004,7.5,0
1290,Color,123.0,0.0,4000.0,Biography|Drama|History|Romance,Marie Antoinette ,79892,7243,English,USA,PG-13,2006,6.4,0
4198,Color,34.0,19.0,882.0,Comedy|Family|Musical|Romance|Short,Marilyn Hotchkiss' Ballroom Dancing and Charm School ,97,1967,English,USA,Not Rated,1990,7.1,16
711,Color,115.0,64.0,2000.0,Comedy|Drama|Family,Marley & Me ,116681,4811,English,USA,PG,2008,7.1,11000
996,Color,87.0,9.0,15000.0,Comedy|Family,Marmaduke ,11257,20061,English,USA,PG,2010,4.2,0
2996,Color,91.0,60.0,60.0,Crime|Drama|Romance,Married Life ,8014,141,English,USA,PG-13,2007,6.3,314
488,Color,106.0,13000.0,20000.0,Action|Comedy|Sci-Fi,Mars Attacks! ,172217,22590,English,USA,PG-13,1996,6.3,0
143,Color,88.0,25.0,921.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Mars Needs Moms ,17590,2652,English,USA,PG,2011,5.4,0
4559,Color,102.0,46.0,321.0,Drama|Mystery|Thriller,Martha Marcy May Marlene ,40425,1263,English,USA,R,2011,6.9,0
1823,Color,106.0,43.0,1000.0,Comedy|Drama|Family,Martian Child ,17436,2495,English,USA,PG,2007,6.8,0
4060,Color,113.0,9.0,71.0,Biography|Comedy|Documentary,Martin Lawrence Live: Runteldat ,1466,159,English,USA,R,2002,5.4,63
2067,Color,98.0,4.0,29000.0,Drama,Marvin's Room ,20163,63194,English,USA,PG-13,1996,6.7,1000
3585,Color,139.0,55.0,382.0,Comedy|Family|Fantasy|Musical,Mary Poppins ,107408,2045,English,USA,Approved,1964,7.8,0
1063,Color,108.0,350.0,8000.0,Drama|Horror|Romance|Thriller,Mary Reilly ,11913,8349,English,USA,R,1996,5.8,616
3448,Color,112.0,119.0,12000.0,Comedy|Drama|Music,Masked and Anonymous ,3972,15396,English,USA,PG-13,2003,5.5,655
173,Color,138.0,608.0,613.0,Action|Adventure|Drama|History|War,Master and Commander: The Far Side of the World ,168207,1205,English,USA,PG-13,2003,7.4,0
2664,Color,119.0,11000.0,19000.0,Drama|Romance|Thriller,Match Point ,166269,20391,English,UK,R,2005,7.7,0
4171,Color,140.0,133.0,443.0,Drama|Romance,Maurice ,10755,1269,English,UK,R,1987,7.8,963
2961,Color,91.0,25.0,833.0,Comedy|Crime|Family,Max Keeble's Big Move ,5794,4551,English,USA,PG,2001,5.3,371
1440,Color,103.0,212.0,15000.0,Action|Crime|Drama|Mystery|Thriller,Max Payne ,107772,16249,English,Canada,PG-13,2008,5.4,0
1964,Color,101.0,17.0,900.0,Action|Crime|Mystery|Romance|Thriller,Maximum Risk ,15814,1634,English,USA,R,1996,5.4,503
2190,Color,111.0,132.0,1000.0,Adventure|Family,Max ,18915,2851,English,USA,PG,2015,6.8,33000
4376,Color,93.0,75.0,701.0,Drama|Horror,May ,26773,2489,English,USA,R,2002,6.7,0
2504,Color,129.0,51.0,427.0,Biography|Drama|Sport,"McFarland, USA ",23480,952,English,USA,PG,2015,7.4,21000
2178,Color,110.0,17.0,11000.0,Drama|Romance,Me Before You ,44723,21852,English,UK,PG-13,2016,7.6,51000
4436,Color,93.0,228.0,310.0,Comedy|Drama|Romance,Me You and Five Bucks ,7,771,English,USA,Not Rated,2015,7.6,132
2003,Color,107.0,0.0,962.0,Drama,Me and Orson Welles ,9264,1591,English,UK,PG-13,2008,6.8,0
4273,Color,91.0,244.0,538.0,Comedy|Drama,Me and You and Everyone We Know ,31130,1349,English,USA,R,2005,7.4,0
923,Color,116.0,101.0,889.0,Comedy,"Me, Myself & Irene ",185878,1711,English,USA,R,2000,6.5,0
4740,Color,90.0,9.0,710.0,Crime|Drama,Mean Creek ,26407,2655,English,USA,R,2004,7.3,1000
2409,Color,97.0,70.0,2000.0,Comedy,Mean Girls ,245989,5032,English,USA,PG-13,2004,7.0,0
3861,Color,99.0,0.0,26000.0,Comedy|Drama|Sport,Mean Machine ,29463,29325,English,UK,R,2001,6.5,0
1281,Color,112.0,17000.0,22000.0,Crime|Drama|Romance|Thriller,Mean Streets ,67797,23737,English,USA,R,1973,7.4,0
1249,Color,106.0,323.0,472.0,Adventure|Drama|Romance,Medicine Man ,17443,519,English,USA,PG-13,1992,6.0,694
4290,Color,104.0,129.0,991.0,Drama|Western,Meek's Cutoff ,8204,3427,English,USA,PG,2010,6.5,0
802,Color,90.0,48.0,973.0,Adventure|Comedy|Family|Romance|Sci-Fi,Meet Dave ,31640,1865,English,USA,PG,2008,4.9,791
420,Color,178.0,102.0,12000.0,Drama|Fantasy|Romance,Meet Joe Black ,169023,23950,English,USA,PG-13,1998,7.1,10000
2043,Color,93.0,9.0,23000.0,Comedy|Family,Meet the Deedles ,2265,24436,English,USA,PG,1998,3.9,839
710,Color,106.0,116.0,22000.0,Comedy|Romance,Meet the Fockers ,211296,24938,English,USA,PG-13,2004,6.3,0
838,Color,108.0,116.0,22000.0,Comedy,Meet the Parents ,260442,24286,English,USA,PG-13,2000,7.0,0
1654,Color,86.0,82.0,869.0,Comedy,Meet the Spartans ,88518,3854,English,USA,PG-13,2008,2.7,0
2453,Color,99.0,379.0,456.0,Action|Sci-Fi,Megaforce ,2541,1356,English,USA,PG,1982,3.5,0
201,Color,95.0,96.0,24000.0,Action|Animation|Comedy|Family|Sci-Fi,Megamind ,172754,46120,English,USA,PG,2010,7.3,13000
2113,Color,104.0,53.0,2000.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Megiddo: The Omega Code 2 ,2253,4221,English,USA,PG-13,2001,4.1,158
3274,Color,130.0,3000.0,10000.0,Drama|Sci-Fi,Melancholia ,128729,15835,English,Denmark,R,2011,7.1,50000
3716, Black and White,113.0,22000.0,716.0,Mystery|Thriller,Memento ,845580,1997,English,USA,R,2000,8.5,40000
417,Color,145.0,252.0,879.0,Drama|Romance,Memoirs of a Geisha ,119286,2380,English,USA,PG-13,2005,7.3,0
1297,Color,99.0,0.0,782.0,Comedy|Romance|Sci-Fi|Thriller,Memoirs of an Invisible Man ,17365,2125,English,USA,PG-13,1992,5.9,630
19,Color,106.0,188.0,10000.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Men in Black 3 ,268154,12572,English,USA,PG-13,2012,6.8,40000
152,Color,88.0,188.0,10000.0,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,Men in Black II ,270207,14823,English,USA,PG-13,2002,6.1,2000
352,Color,98.0,188.0,10000.0,Adventure|Comedy|Family|Mystery|Sci-Fi,Men in Black ,403014,12998,English,USA,PG-13,1997,7.3,0
1548,Color,129.0,88.0,22000.0,Biography|Drama,Men of Honor ,89424,36069,English,USA,R,2000,7.2,0
3645,Color,76.0,17.0,636.0,Action|Drama|Thriller,Men of War ,2989,2152,English,USA,R,1994,5.8,176
3444,Color,102.0,329.0,611.0,Comedy|Drama|Romance|Sport,Men with Brooms ,3709,1834,English,Canada,R,2002,6.0,0
3988,Color,97.0,117.0,851.0,Crime|Drama|Thriller,Menace II Society ,39508,3036,English,USA,R,1993,7.5,0
785,Color,111.0,17.0,13000.0,Action|Crime|Drama|Thriller,Mercury Rising ,54314,16536,English,USA,R,1998,6.1,0
4710,Color,106.0,16.0,602.0,Action|Crime|Drama,Mercy Streets ,448,1281,English,USA,PG-13,2000,5.6,12
1630,Color,131.0,43.0,18000.0,Drama|Romance,Message in a Bottle ,28942,19815,English,USA,PG-13,1999,6.1,0
2464,Color,93.0,190.0,364.0,Music,Metallica Through the Never ,13359,1083,English,USA,R,2013,7.2,19000
2575,Color,108.0,38.0,940.0,Action|Drama|Sci-Fi|Thriller,Meteor ,5237,1945,English,USA,PG,1979,4.9,392
2734, Black and White,145.0,756.0,136.0,Drama|Sci-Fi,Metropolis ,111841,203,German,Germany,Not Rated,1927,8.3,12000
4788,Color,98.0,89.0,88.0,Comedy|Drama|Romance,Metropolitan ,7143,173,English,USA,PG-13,1990,7.5,865
4241,Color,125.0,7.0,128.0,Crime|Drama,Mi America ,22,214,English,USA,R,2015,7.2,305
2127,Color,119.0,209.0,1000.0,Crime|Drama|Mystery|Thriller,Michael Clayton ,133367,3284,English,USA,R,2007,7.3,0
1979, Black and White,133.0,277.0,25000.0,Biography|Drama|Thriller|War,Michael Collins ,24145,48482,English,UK,R,1996,7.1,0
3486,Color,46.0,0.0,13000.0,Documentary|Sport,Michael Jordan to the Max ,1723,13448,English,USA,Not Rated,2000,7.5,407
1262,Color,102.0,6.0,711.0,Comedy|Crime|Romance,Mickey Blue Eyes ,29968,2913,English,UK,PG-13,1999,5.8,445
1176,Color,105.0,0.0,1000.0,Action|Comedy|Crime,Micmacs ,24657,1342,French,France,R,2009,7.2,0
4901,Color,97.0,151.0,1000.0,Drama,Middle of Nowhere ,1034,3021,English,USA,R,2012,6.5,569
4846,Unknown,94.0,0.0,156.0,Horror,Midnight Cabaret ,47,544,English,USA,R,1990,4.5,4
3983, Black and White,113.0,154.0,183.0,Drama,Midnight Cowboy ,76616,465,English,USA,X,1969,7.9,0
1655,Color,126.0,102.0,22000.0,Action|Comedy|Crime|Thriller,Midnight Run ,54042,23866,English,USA,R,1988,7.6,0
2456,Color,112.0,337.0,4000.0,Adventure|Drama|Sci-Fi|Thriller,Midnight Special ,31359,5671,English,Greece,PG-13,2016,6.7,0
1627,Color,94.0,11000.0,617.0,Comedy|Fantasy|Romance,Midnight in Paris ,301149,1289,English,Spain,PG-13,2011,7.7,78000
1462,Color,155.0,16000.0,18000.0,Crime|Drama|Mystery|Thriller,Midnight in the Garden of Good and Evil ,31751,19689,English,USA,R,1997,6.6,0
482,Color,114.0,31.0,9000.0,Action|Adventure|Family|Fantasy|Thriller,Mighty Joe Young ,22955,10731,English,USA,PG,1998,5.6,0
2212,Color,128.0,835.0,11000.0,Biography|Drama|History,Milk ,136673,13189,English,USA,R,2008,7.6,10000
1919,Color,124.0,44.0,4000.0,Biography|Drama|Sport,Million Dollar Arm ,35833,6393,English,USA,PG,2014,7.0,10000
1604,Color,132.0,16000.0,16000.0,Drama|Sport,Million Dollar Baby ,482064,28830,English,USA,PG-13,2004,8.1,14000
1828,Color,101.0,212.0,1000.0,Crime|Horror|Mystery|Thriller,Mindhunters ,49405,4186,English,USA,R,2004,6.4,2000
563,Color,91.0,22.0,7000.0,Action|Animation|Comedy|Family|Sci-Fi,Minions ,142403,13616,English,USA,PG,2015,6.4,70000
284,Color,145.0,14000.0,10000.0,Action|Mystery|Sci-Fi|Thriller,Minority Report ,399651,12546,English,USA,PG-13,2002,7.7,0
1128,Color,160.0,0.0,23000.0,Action|Crime|Drama|Thriller|War,Miracle at St. Anna ,15697,26982,English,USA,R,2008,6.0,0
2840,Color,109.0,36.0,3000.0,Drama,Miracles from Heaven ,6276,7833,English,USA,PG,2016,6.8,16000
1758,Color,135.0,149.0,639.0,Biography|Drama|History|Sport,Miracle ,36636,1845,English,USA,PG,2004,7.5,0
423,Color,106.0,763.0,8000.0,Adventure|Comedy|Drama|Family|Fantasy,Mirror Mirror ,70838,11454,English,USA,PG,2012,5.6,18000
3930,Color,101.0,21.0,420.0,Adventure|Fantasy,Mirrormask ,20275,1215,English,UK,PG,2005,6.9,0
1454,Color,112.0,192.0,1000.0,Horror|Mystery,Mirrors ,86205,3185,English,USA,R,2008,6.2,5000
3090,Color,106.0,29.0,14000.0,Drama|Thriller,Misconduct ,6935,27660,English,USA,R,2016,5.3,0
768,Color,115.0,11.0,1000.0,Action|Comedy|Crime,Miss Congeniality 2: Armed and Fabulous ,51252,4305,English,USA,PG-13,2005,5.0,621
1076,Color,109.0,80.0,545.0,Action|Comedy|Crime|Romance,Miss Congeniality ,137377,1574,English,USA,PG-13,2000,6.2,0
3693,Color,129.0,440.0,631.0,Drama|Romance,Miss Julie ,2894,631,English,Norway,PG-13,2014,5.6,0
3620,Color,90.0,138.0,373.0,Comedy|Romance,Miss March ,18313,1831,English,USA,R,2009,5.1,985
1719,Color,88.0,108.0,876.0,Biography|Drama|Romance,Miss Potter ,23864,1518,English,UK,PG,2006,7.0,0
383,Color,114.0,0.0,3000.0,Adventure|Sci-Fi|Thriller,Mission to Mars ,60467,4902,English,USA,PG,2000,5.6,0
155,Color,133.0,663.0,10000.0,Action|Adventure|Thriller,Mission: Impossible - Ghost Protocol ,365104,21768,English,USA,PG-13,2011,7.4,35000
135,Color,131.0,188.0,10000.0,Action|Adventure|Thriller,Mission: Impossible - Rogue Nation ,232187,21840,English,China,PG-13,2015,7.4,47000
141,Color,124.0,14000.0,22000.0,Action|Adventure|Thriller,Mission: Impossible III ,256695,34817,English,USA,PG-13,2006,6.9,0
220,Color,123.0,610.0,10000.0,Action|Adventure|Thriller,Mission: Impossible II ,242188,11930,English,USA,PG-13,2000,6.1,0
438,Color,110.0,0.0,10000.0,Action|Adventure|Thriller,Mission: Impossible ,300542,12760,English,USA,PG-13,1996,7.1,0
4398,Color,123.0,0.0,963.0,Crime|Drama|Romance,Mississippi Mermaid ,4391,1694,French,France,R,1969,7.2,278
3144,Color,129.0,0.0,18000.0,Drama|Music|Romance,Mo' Better Blues ,8295,19065,English,USA,R,1990,6.5,720
3845,Color,115.0,1000.0,232.0,Adventure|Drama,Moby Dick ,13474,588,English,USA,Not Rated,1956,7.4,0
3372,Color,93.0,2.0,484.0,Comedy|Fantasy|Sci-Fi,Modern Problems ,3904,1455,English,USA,PG,1981,5.0,495
4427, Black and White,87.0,0.0,309.0,Comedy|Drama|Family,Modern Times ,143086,352,English,USA,G,1936,8.6,0
2125,Color,120.0,2.0,809.0,Comedy|History,Molière ,5166,1651,French,France,PG-13,2007,7.3,815
2148,Color,102.0,18.0,670.0,Comedy|Drama|Romance,Molly ,2295,1562,English,USA,PG-13,1999,5.8,284
3725,Color,129.0,24.0,977.0,Biography|Drama,Mommie Dearest ,10564,2014,English,USA,R,1981,6.7,0
3853,Color,98.0,10.0,589.0,Comedy,Moms' Night Out ,10483,2705,English,USA,PG,2014,5.4,0
669,Color,117.0,179.0,8000.0,Drama,Mona Lisa Smile ,61490,12850,English,USA,PG-13,2003,6.4,0
3949,Color,113.0,58.0,331.0,Comedy|Drama,Mondays in the Sun ,9913,387,Spanish,Spain,R,2002,7.7,0
1825,Color,98.0,0.0,8000.0,Crime|Drama|Thriller,Money Monster ,19611,10894,English,USA,R,2016,6.7,0
1910,Color,97.0,420.0,695.0,Action|Comedy|Crime|Thriller,Money Talks ,22748,2530,English,USA,R,1997,6.1,666
634,Color,105.0,29.0,584.0,Action|Comedy|Crime|Drama|Thriller,Money Train ,32224,1132,English,USA,R,1995,5.6,617
956,Color,133.0,152.0,22000.0,Biography|Drama|Sport,Moneyball ,283563,53094,English,USA,PG-13,2011,7.6,27000
2451,Color,126.0,44.0,627.0,Adventure|Biography|Drama|History|War,Mongol: The Rise of Genghis Khan ,37635,653,Mongolian,Russia,R,2007,7.3,0
560,Color,93.0,253.0,3000.0,Animation|Comedy|Fantasy,Monkeybone ,14280,5580,English,USA,PG-13,2001,4.7,683
4490,Color,114.0,300.0,307.0,Comedy|Drama|Romance,Monsoon Wedding ,19397,809,Hindi,India,R,2001,7.4,0
550,Color,91.0,27.0,12000.0,Animation|Comedy|Family|Fantasy|Mystery,Monster House ,71137,17299,English,USA,PG,2006,6.6,0
3892,Color,112.0,395.0,13000.0,Drama|Romance,Monster's Ball ,71495,13707,English,USA,R,2001,7.1,0
1083,Color,101.0,126.0,3000.0,Comedy|Romance,Monster-in-Law ,43358,6292,English,Germany,PG-13,2005,5.5,0
35,Color,104.0,37.0,12000.0,Adventure|Animation|Comedy|Family|Fantasy,Monsters University ,235025,14863,English,USA,G,2013,7.3,44000
68,Color,94.0,11.0,1000.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Monsters vs. Aliens ,114553,2579,English,USA,PG,2009,6.5,0
238,Color,92.0,0.0,12000.0,Adventure|Animation|Comedy|Family|Fantasy,"Monsters, Inc. ",585659,15013,English,USA,G,2001,8.1,0
4755,Color,94.0,380.0,660.0,Drama|Sci-Fi|Thriller,Monsters ,75669,1118,English,UK,R,2010,6.4,19000
3710,Color,109.0,260.0,9000.0,Biography|Crime|Drama|Thriller,Monster ,105568,11736,English,USA,R,2003,7.3,0
2230,Color,109.0,15.0,3000.0,Adventure|Comedy|Family|Romance,Monte Carlo ,32951,4257,English,Hungary,PG,2011,5.8,6000
4795,Color,91.0,0.0,795.0,Adventure|Comedy|Fantasy,Monty Python and the Holy Grail ,382240,2158,English,UK,PG,1975,8.3,14000
2146,Color,112.0,52.0,15000.0,Drama|Romance,Moonlight Mile ,11983,16692,English,USA,PG-13,2002,6.7,365
1577,Color,126.0,43.0,244.0,Action|Adventure|Sci-Fi|Thriller,Moonraker ,69534,1008,English,UK,PG,1979,6.3,0
2547,Color,94.0,0.0,13000.0,Adventure|Comedy|Drama|Romance,Moonrise Kingdom ,237848,27911,English,USA,PG-13,2012,7.8,71000
3768,Color,97.0,0.0,18000.0,Drama|Mystery|Sci-Fi,Moon ,260607,19404,English,UK,R,2009,7.9,47000
4425,Color,94.0,13.0,1000.0,Drama|Family,Mooz-Lum ,919,3288,English,USA,PG-13,2010,6.7,0
1270,Color,107.0,50.0,293.0,Comedy|Drama|Romance,Morning Glory ,58871,621,English,USA,PG-13,2010,6.5,0
1660,Color,95.0,40.0,663.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Mortal Kombat: Annihilation ,36363,2266,English,USA,PG-13,1997,3.7,1000
2168,Color,101.0,545.0,1000.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Mortal Kombat ,81783,3816,English,USA,PG-13,1995,5.8,0
807,Color,107.0,192.0,40000.0,Action|Comedy|Mystery|Romance,Mortdecai ,47320,42683,English,UK,R,2015,5.5,12000
3633,Color,97.0,159.0,631.0,Drama,Morvern Callar ,6906,841,English,UK,R,2002,6.7,605
3520,Color,125.0,127.0,6000.0,Drama|Romance,Mother and Child ,9727,8876,English,USA,R,2009,7.2,0
3237,Color,90.0,8.0,1000.0,Comedy|Drama,Motherhood ,3662,3146,English,USA,PG-13,2009,4.7,546
903, Black and White,127.0,1000.0,1000.0,Drama|Musical|Romance,Moulin Rouge! ,224013,2601,English,USA,PG-13,2001,7.6,10000
3169,Color,94.0,0.0,20000.0,Comedy,Movie 43 ,79146,41059,English,USA,R,2013,4.3,25000
3860,Color,120.0,0.0,24.0,Biography|Drama|Music|Romance,Mozart's Sister ,1213,53,French,France,Not Rated,2010,6.4,0
1681,Color,104.0,30.0,1000.0,Comedy|Drama|Romance|Sport,Mr 3000 ,12164,4462,English,USA,PG-13,2004,5.5,491
255,Color,126.0,218.0,11000.0,Action|Comedy|Crime|Romance|Thriller,Mr. & Mrs. Smith ,348861,22722,English,USA,PG-13,2005,6.5,0
1927,Color,90.0,68.0,328.0,Comedy|Family,Mr. Bean's Holiday ,88714,794,English,UK,PG,2007,6.3,0
3429,Color,104.0,78.0,502.0,Drama,Mr. Church ,63,1546,English,USA,PG-13,2016,8.0,205
935,Color,96.0,65.0,12000.0,Comedy|Romance,Mr. Deeds ,110432,26826,English,USA,PG-13,2002,5.8,0
1573,Color,143.0,65.0,975.0,Drama|Music,Mr. Holland's Opus ,30230,2223,English,USA,PG,1995,7.3,0
3601,Color,86.0,472.0,472.0,Action|Comedy|Crime,Mr. Nice Guy ,19774,773,English,Hong Kong,PG-13,1997,6.2,355
146,Color,92.0,50.0,3000.0,Adventure|Animation|Comedy|Family|Sci-Fi,Mr. Peabody & Sherman ,47900,5810,English,USA,PG,2014,6.9,11000
863,Color,94.0,70.0,1000.0,Comedy|Family|Fantasy,Mr. Popper's Penguins ,67191,2820,English,USA,PG,2011,6.0,14000
4404, Black and White,120.0,964.0,607.0,Comedy|Drama,Mr. Smith Goes to Washington ,77392,1573,English,USA,Not Rated,1939,8.2,0
2811,Color,150.0,608.0,149.0,Biography|Drama|History,Mr. Turner ,17933,390,English,UK,R,2014,6.8,0
2285,Color,103.0,350.0,5000.0,Comedy|Drama|Music|War,Mrs Henderson Presents ,13505,5637,English,UK,R,2005,7.1,0
1867,Color,125.0,0.0,49000.0,Comedy|Drama|Family|Romance,Mrs. Doubtfire ,181380,52201,English,USA,PG-13,1993,6.9,0
1985,Color,105.0,121.0,3000.0,Comedy|Drama|Romance,Mrs. Winterbourne ,5668,5023,English,USA,PG-13,1996,6.2,491
3374,Color,111.0,0.0,18000.0,Comedy|Drama|Romance,Much Ado About Nothing ,37269,37645,English,UK,PG-13,1993,7.4,0
3150,Color,130.0,337.0,11000.0,Drama,Mud ,135286,13960,English,USA,PG-13,2012,7.4,27000
362,Color,88.0,7.0,2000.0,Adventure|Animation|Family|Fantasy|Musical|War,Mulan ,171792,4478,English,USA,G,1998,7.5,12000
2723,Color,147.0,0.0,6000.0,Drama|Mystery|Thriller,Mulholland Drive ,235992,8484,English,France,R,2001,8.0,16000
1118,Color,117.0,11000.0,905.0,Comedy|Romance|Sci-Fi,Multiplicity ,24757,2348,English,USA,PG-13,1996,6.0,0
